 Name,Latitude,Longitude,trips
Broadway & Whipple St,40.7016657,-73.9437303,8339
Adam Clayton Powell Blvd & W 126 St,40.809495,-73.947764,8338
Lenox Ave & W 130 St,40.8107922,-73.9430681,8337
Barclay St & Church St,40.712912,-74.010202,8337
Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,8332
Park Ave & E 124 St,40.804555,-73.939686,8329
E 110 St & Madison Ave,40.796153,-73.947821,8314
Broadway & E 22 St,40.740343,-73.989551,8277
Putnam Ave & Throop Ave,40.6851532,-73.94111,8249
5 Ave & W 131 St,40.81014,-73.93973,8235
7 Ave & Park Pl,40.677614,-73.973242,8234
Irving Ave & Harman St,40.70108,-73.9179,8231
1 St & 6 Ave,40.672784,-73.979826,8206
Washington St & Barrow St,40.731911,-74.008769,8205
Atlantic Ave & Fort Greene Pl,40.683826,-73.976323,8185
Hicks St & Montague St,40.695128,-73.99595,8170
St James Pl & Oliver St,40.713079,-73.998511,8167
Broadway & W 160 St,40.835775,-73.9434,8150
River Ave & E 151 St,40.822217,-73.928939,8128
Halsey St & Broadway,40.68565,-73.91564,8122
Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,8119
E 118 St & 3 Ave,40.799139,-73.9389152,8109
Frederick Douglass Blvd & W 115 St,40.803865,-73.95593,8107
E 44 St & 2 Ave,40.751183,-73.971387,8104
Lenox Ave & W 117 St,40.802556,-73.949078,8090
6 Ave & 12 St,40.6663181,-73.9854617,8089
Pierrepont St & Monroe Pl,40.69535693,-73.99344027,8080
Clinton St & Joralemon St,40.692395,-73.993379,8061
W 52 St & 6 Ave,40.761329,-73.97982,8057
Clinton St\t& Cherry St,40.711471,-73.986726,8048
Riverside Dr & W 145 St,40.827305,-73.951989,8046
Scholes St & Manhattan Ave,40.708703,-73.944862,8045
E 72 St & Park Ave,40.771182,-73.964094,8044
Berkeley Pl & 6 Ave,40.6765304,-73.97846879,8044
E 102 St & 1 Ave,40.786994,-73.941648,8041
W 146 St & Broadway,40.826969,-73.949738,8034
Broadway & W 37 St,40.751726,-73.987535,8012
Berkeley Pl & 7 Ave,40.675146,-73.975232,8006
W 135 St & Lenox Terrace Pl,40.813619,-73.939336,7978
Prospect Park SW & Greenwood Ave,40.652563,-73.972573,7974
Willoughby Ave & Walworth St,40.69331716,-73.95381995,7966
Vernon Blvd & 47 Rd,40.7449067,-73.9534573,7966
Smith St & 3 St,40.6787242,-73.99599099,7934
Laight St & Hudson St,40.72185379,-74.00771779,7923
E 128 St & Madison Ave,40.80756,-73.939182,7917
E 85 St & York Ave,40.775369,-73.948033,7885
Irving Ave & DeKalb Ave,40.7027,-73.92095,7885
W 90 St & Amsterdam Ave,40.790179,-73.972889,7878
W 106 St & Amsterdam Ave,40.800836,-73.966449,7863
Flushing Ave & Vanderbilt Ave,40.69795,-73.970775,7837
Carroll St & Bond St,40.6786115,-73.99037292,7834
E 81 St & 3 Ave,40.77573,-73.956752,7824
31 Ave & Crescent St,40.7658346,-73.9265474,7814
Riverside Dr & W 78 St,40.784144,-73.983624,7795
5 Ave & 3 St,40.672815,-73.983523,7792
6 Ave & Canal St,40.722437,-74.005664,7790
Henry St & Atlantic Ave,40.690892,-73.996123,7780
W 35 St & Dyer Ave,40.754691,-73.997401,7780
44 Dr & 21 St,40.748,-73.9460927,7767
Engert Ave & McGuinness Blvd,40.72158,-73.94546,7746
W 145 St & Amsterdam Ave,40.825244,-73.947257,7728
Montague St & Clinton St,40.694281,-73.9923,7720
W 50 St & 10 Ave,40.764734,-73.991943,7688
Plaza St West & Flatbush Ave,40.67502,-73.971114,7684
Cedar St & Myrtle Ave,40.697842,-73.926241,7679
Eastern Pkwy & Franklin Ave,40.670776,-73.95768,7678
E 41 St & Madison Ave,40.752165,-73.979921,7667
7 St & 5 Ave,40.6704922,-73.98541675,7664
21 St & Queens Plaza North,40.75325964,-73.94335788,7647
4 Ave & 9 St,40.6705135,-73.98876585,7633
Putnam Ave & Nostrand Ave,40.68402,-73.94977,7613
Nassau St & Navy St,40.69839895,-73.98068914,7609
Jefferson St & Cypress Ave,40.70907,-73.92157,7601
Verona Pl & Fulton St,40.68035608,-73.9476791,7585
E 27 St & Park Ave S,40.742751,-73.984715,7571
Carroll St & Smith St,40.680611,-73.994758,7558
Carroll St & Columbia St,40.6830456,-74.00348559,7557
E 45 St & 3 Ave,40.752554,-73.972826,7538
Manhattan Av & Leonard St,40.72084,-73.94844,7537
Coffey St & Conover St,40.677236,-74.015665,7515
31 St & Astoria Blvd,40.7699176,-73.9184057,7511
Pleasant Ave & E 120 St,40.7974772,-73.9311847,7502
Warren St & Court St,40.686371,-73.99383324,7494
Spruce St & Gold St,40.7103231,-74.0043228,7487
Riverside Dr & W 153 St,40.832164,-73.949702,7475
St Nicholas Ave & W 137 St,40.818477,-73.947568,7452
E 68 St & 3 Ave,40.767128,-73.962246,7444
Lewis Ave & Decatur St,40.6814598,-73.934903,7431
Emerson Pl & Myrtle Ave,40.693631,-73.962235,7430
Avenue D & E 10 St,40.725065,-73.975158,7419
Stanton St & Mangin St,40.717821,-73.976289,7398
Greene Av & Myrtle Av,40.698568,-73.918877,7381
John St & William St,40.708621,-74.007221,7380
E 138 St & 5 Av,40.81449,-73.936153,7378
Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,7364
W 51 St & Rockefeller Plaza,40.759699,-73.978081,7353
E 102 St & Park Ave,40.7904828,-73.95033068,7345
E 82 St & East End Ave,40.77246,-73.94682,7320
E 51 St & Lexington Ave,40.757147,-73.972078,7317
Amsterdam Ave & W 66 St,40.774667,-73.984705,7301
Clinton St & 4 Place,40.6783563,-74.00014502,7298
Metropolitan Ave & Meeker Ave,40.714133,-73.952343,7288
Concord St & Bridge St,40.69766564,-73.98476437,7287
W 35 St & 9 Ave,40.754145,-73.996088,7281
Liberty St & Nassau St,40.708588,-74.009354,7275
E 118 St & Madison Ave,40.8014866,-73.9442507,7243
28 St & 36 Ave,40.757186,-73.932719,7235
Wadsworth Ave & W 179 St,40.848467,-73.936064,7231
E 47 St & 1 Ave,40.752068,-73.967843,7221
36 Ave & 31 St,40.75651273,-73.92957486,7219
Pitt St & Stanton St,40.71926081,-73.98178024,7215
E 95 St & 3 Ave,40.7849032,-73.950503,7211
Maiden Ln & Pearl St,40.707064,-74.007318,7194
E 103 St & Lexington Ave,40.7903051,-73.94755757,7187
W 51 St & Rockefeller Plaza,40.75969996,-73.97808194,7180
India St & Manhattan Ave,40.732321,-73.955085,7170
W 120 St & Claremont Ave,40.8109494,-73.9634,7163
Newtown Ave & 23 St,40.7713615,-73.9246145,7157
E 78 St & 2 Ave,40.772796,-73.955778,7147
Bergen St & Flatbush Ave,40.680944,-73.975673,7143
Devoe St & Lorimer St,40.713352,-73.949103,7141
Henry St & Remsen St,40.69400965,-73.99465129,7127
Broadway & Roebling St,40.709248,-73.960631,7126
State St & Smith St,40.689269,-73.989128,7119
West End Ave & W 107 St,40.802117,-73.96818,7111
43 St & 37 Ave,40.750181,-73.919998,7092
Vernon Blvd & 50 Ave,40.742327,-73.954117,7069
Yankee Ferry Terminal,40.6870658,-74.01675585,7061
35 St & 30 Ave,40.76547569,-73.91811579,7060
Willoughby St & Fleet St,40.691965,-73.981301,7050
Bialystoker Pl & Delancey St,40.716226,-73.982612,7041
5 Ave & E 135 St,40.812191,-73.937838,7035
E 132 St & Madison Ave,40.810224,-73.937195,7034
Willoughby Ave & Hall St,40.69196,-73.965368,7032
Monroe St & Bedford Ave,40.685144,-73.953809,7015
5 Ave & W 126 St,40.80722,-73.9418,7004
E 97 St & 3 Ave,40.7859201,-73.94860294,7000
E 40 St & 5 Ave,40.752062,-73.981632,6997
George St & Wilson Ave,40.702997,-73.92997,6988
Lenox Ave & W 144 St,40.819783,-73.936521,6987
10 St & 5 Ave,40.6686273,-73.98700053,6983
Adelphi St & Myrtle Ave,40.693082,-73.971789,6981
47 Ave & 31 St,40.743,-73.93561,6977
Devoe St & Morgan Ave,40.713811,-73.93515,6977
Bushwick Ave & Dekalb Ave,40.69502,-73.92825,6961
1 Ave & E 110 St,40.792327,-73.9383,6961
Dean St & Franklin Ave,40.677592,-73.955637,6949
Court St & Nelson St,40.6763947,-73.99869893,6947
38 Ave & 29 St,40.75473,-73.93367,6940
Bushwick Ave & Forrest St,40.70076,-73.93641,6939
McKibbin St & Manhattan Ave,40.70510918,-73.94407279,6861
Motorgate,40.763908,-73.947721,6850
Amsterdam Ave & W 119 St,40.80863218,-73.9595861,6849
E 93 St & 2 Ave,40.782454,-73.948919,6823
3 St & 7 Ave,40.670383,-73.978396,6804
Johnson St & Gold St,40.694748,-73.983624,6799
Central Ave & Flushing Ave,40.702831,-73.9333,6797
Madison Ave & E 99 St,40.789485,-73.952429,6793
Carlton Ave & Dean St,40.680974,-73.971009,6754
Sullivan Pl & Franklin Ave,40.664079,-73.960251,6742
Adams St & Prospect St,40.70076308,-73.98869812,6741
Broadway & W 155 St,40.83299,-73.94592,6738
Lafayette Ave & Ft Greene Pl,40.68700231,-73.97664964,6737
Frost St & Meeker Ave,40.71766197,-73.94880027,6732
W 78 St & Amsterdam Ave,40.782535,-73.979085,6726
Columbia St & Rivington St,40.717399,-73.980165,6724
Steinway St & 28 Ave,40.7656251,-73.9136695,6722
Broadway & W 131 St,40.817555,-73.957163,6719
Icahn Stadium,40.79346,-73.92389,6714
Madison St & Clinton St,40.71269,-73.987763,6711
Fulton St & Waverly Ave,40.683238,-73.965995,6710
E 41 St & Madison Ave (SW corner),40.75216528,-73.97992194,6705
14 St & 7 Ave,40.663779,-73.98396846,6702
31 Ave & 30 St,40.7647,-73.9240312,6701
Bushwick Ave & Linden St,40.69146,-73.92146,6699
48 St & 37 Ave,40.751555,-73.915026,6674
Rogers Ave & Sterling St,40.6630619,-73.9538746,6666
Monroe St & Classon Ave,40.6845683,-73.95881081,6658
1 Ave & E 5 St,40.725864,-73.986389,6658
Duffield St & Willoughby St,40.692215,-73.984284,6651
Withers St & Kingsland Ave,40.71773,-73.94051,6646
3 St & 3 Ave,40.6750705,-73.98775226,6644
Degraw St & Hoyt St,40.68199044,-73.99079025,6604
Broadway & Hancock St,40.68663,-73.9168,6600
Prospect Park SW & 16 St,40.657265,-73.974165,6600
St Marks Pl & 4 Ave,40.68177811,-73.97988975,6595
Meserole Ave & Manhattan Ave,40.727085,-73.952991,6586
W 133 St & 12 Ave,40.820003,-73.959089,6584
East End Ave & E 86 St,40.775186,-73.94446,6578
Washington Ave & Park Ave,40.696102,-73.96751,6568
30 Ave & 41 St,40.763422,-73.914142,6566
Lafayette Ave & St James Pl,40.688515,-73.964762,6561
E Fordham Rd & Webster Ave,40.861748,-73.89105,6558
Ashland Pl & Dekalb Ave,40.690065,-73.978776,6550
24 Ave & 29 St,40.7729,-73.916142,6547
Broadway & Moylan Pl,40.8143256,-73.9590255,6541
35 St & Broadway,40.760339,-73.9222427,6540
Clinton Ave & Flushing Ave,40.69794,-73.96986848,6539
Market St & Henry St,40.713107,-73.994463,6530
Columbia St & Degraw St,40.6859296,-74.00242364,6524
Union St & Nevins St,40.679098,-73.98765475,6523
Broadway & W 122 St,40.8120562,-73.9612547,6518
E 9 St & 5 Ave,40.732758,-73.995816,6516
Warren St & W Broadway,40.714739,-74.009106,6514
Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,6489
Windsor Pl & 8 Ave,40.660906,-73.983074,6467
W 48 St & Rockefeller Plaza,40.757936,-73.979602,6466
Duane St & Greenwich St,40.717487,-74.010455,6451
Shore Blvd & Astoria Park,40.77977,-73.923162,6447
11 Ave & Prospect Ave,40.65629,-73.977335,6423
Bradhurst Ave & W 148 St,40.825125,-73.941616,6395
Lafayette Ave & Classon Ave,40.689004,-73.960238,6383
62 St & Northern Blvd,40.754176,-73.900318,6377
3 Ave & E 72 St,40.769942,-73.960607,6372
St Johns Pl & Washington Ave,40.673723,-73.963161,6363
W 104 St & Amsterdam Ave,40.799041,-73.966494,6357
Union St & 4 Ave,40.677274,-73.98282,6341
Clermont Ave & Park Ave,40.69573398,-73.97129668,6341
King St & Varick St,40.727897,-74.005362,6338
5 Ave & E 87 St,40.78231448,-73.95980537,6338
Bushwick Ave & McKibbin St,40.705517,-73.93936,6330
President St & Henry St,40.6828003,-73.99990419,6304
W 180 St & Ft Washington Ave,40.849972,-73.938423,6301
Underhill Ave & Lincoln Pl,40.674012,-73.967145,6300
3 Ave & Carroll St,40.677027,-73.9865,6290
Division Ave & Hooper St,40.70684203,-73.9544354,6287
Stagg St & Morgan Ave,40.710681,-73.93372,6272
Leonard St & Nassau Ave,40.723956,-73.949843,6267
Central Ave & Himrod St,40.69676,-73.92302,6264
Eastern Pkwy & Washington Ave,40.671649,-73.963114,6259
E 5 St & Avenue C,40.722992,-73.979954,6256
Driggs Ave & Lorimer St,40.721791,-73.950415,6251
Cumberland St & Lafayette Ave,40.687534,-73.972651,6249
E 109 St & 3 Ave,40.79329668,-73.9432083,6234
Baltic St & 5 Ave,40.679576,-73.978549,6229
E 41 St & Madison Ave (SE corner),40.752049,-73.979635,6216
Leonard St & Boerum St,40.70583339,-73.94644578,6210
44 Dr & Jackson Ave,40.747182,-73.943263,6187
7 St & 3 Ave,40.67260298,-73.98983002,6181
Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,6172
Willoughby St & Ashland Pl,40.69178,-73.97877,6168
Lincoln Ave & E 138 St,40.810893,-73.927311,6166
Myrtle Ave & St Edwards St,40.69327018,-73.97703874,6135
Franklin Ave & Myrtle Ave,40.69454609,-73.95801365,6123
Lincoln Pl & Classon Ave,40.6721683,-73.9609,6109
Central Ave & Woodbine St,40.69296,-73.91605,6101
Water St & Main St,40.703212,-73.990409,6090
Congress St & Clinton St,40.688152,-73.995209,6080
49 Ave & 21 St,40.74252,-73.948852,6033
Dean St & Hoyt St,40.686444,-73.987591,6031
E 149 St & Morris Ave,40.81734,-73.922962,6025
25 Ave & 41 St,40.767666,-73.910963,6022
Washington Park,40.691782,-73.973729,6022
St Nicholas Ave & W 150 St,40.827212,-73.942722,6015
Vernon Blvd & 10 St,40.7671863,-73.9373554,6014
Richardson St & N Henry St,40.71907891,-73.9422369,6009
5 St & 6 Ave,40.6704836,-73.98208968,6006
48 St & Broadway,40.755763,-73.912715,5999
Sterling St & Bedford Ave,40.6627059,-73.9569115,5998
3 Ave & E 71 St,40.768736,-73.961199,5997
W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413,5988
Union St & Bedford Ave,40.6691783,-73.9554162,5982
Lexington Ave & E 120 St,40.8013066,-73.9398167,5974
Leonard St & Maujer St,40.710368,-73.947059,5965
9 St & 44 Rd,40.74966,-73.9521,5958
Dyckman St & Staff St,40.868846,-73.931537,5956
Center Blvd & 51 Ave,40.743366,-73.959606,5937
Broadway & W 61 St,40.7700301,-73.98196846,5908
Market St & Cherry St,40.710762,-73.994003,5905
Park Pl & Church St,40.713341,-74.009355,5903
W 116 St & Amsterdam Ave,40.806758,-73.960708,5891
Montrose Ave & Bushwick Ave,40.707677,-73.940161,5882
E 115 St & Madison Ave,40.7989445,-73.944846,5878
Carlton Ave & Park Ave,40.69580705,-73.97355569,5875
Flatbush Ave & Ocean Ave,40.663657,-73.963014,5869
Norman St & Wyckoff Ave,40.69517,-73.90311,5866
Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,5854
Clinton St & Cherry St,40.71147139,-73.98672603,5850
Columbus Ave & W 103 St,40.7969347,-73.96434123,5845
Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,5837
6 St & 7 Ave,40.668662,-73.97988,5830
Broadway & W 56 St,40.765265,-73.981923,5827
Butler St & Court St,40.6849894,-73.99440329,5822
Carroll St & 5 Ave,40.675162,-73.981483,5821
Prospect Park SW & Vanderbilt St,40.65482,-73.973217,5814
Forest Ave & Summerfield St,40.69922,-73.89795,5810
Nassau St\t& Duffield St,40.698477,-73.98384,5809
31 St & Newtown Ave,40.767548,-73.920933,5806
2 Ave & E 122 St,40.8006721,-73.9349,5793
24 Ave & 26 St,40.774591,-73.918544,5787
Van Brunt St & Van Dyke St,40.67583294,-74.01472628,5777
Willis Ave & E 137 St,40.808384,-73.923604,5762
10 St & 2 Ave,40.671907,-73.993612,5758
Sunken Meadow Comfort Station,40.79558,-73.91906,5744
Union Ave & Wallabout St,40.70029511,-73.95032283,5739
21 Ave & Crescent St,40.780478,-73.912212,5739
Crescent St & 30 Ave,40.768692,-73.924957,5738
Broad St & Bridge St,40.703651,-74.011677,5725
Bedford Ave & S 9 St,40.70853074,-73.96408963,5725
Schermerhorn St & Court St,40.691029,-73.991833,5720
20 Ave & 38 St,40.777112,-73.902382,5708
19 St & 24 Ave,40.7774552,-73.9225403,5707
E 43 St & 2 Ave,40.75022392,-73.97121414,5687
Central Ave & Melrose St,40.70112,-73.93039,5675
6 Ave & 9 St,40.668127,-73.983776,5660
E 95 St & 3 Ave,40.784903,-73.950503,5655
Cadman Plaza E & Red Cross Pl,40.699917,-73.989717,5654
Madison St & Forest Ave,40.70555,-73.90245,5653
W 148 St & Amsterdam Ave,40.827075,-73.945909,5652
Classon Ave & St Marks Ave,40.676519,-73.959608,5623
Riverside Dr & W 148 St,40.829114,-73.950426,5544
Columbia St & Kane St,40.68763155,-74.0016256,5537
W 144 St & Adam Clayton Powell Blvd,40.820877,-73.939249,5535
Clermont Ave & Lafayette Ave,40.687644,-73.969689,5519
3 Ave & E 100 St,40.7877214,-73.94728331,5519
W 169 St & Fort Washington Ave,40.842842,-73.942125,5516
24 St & 5 Ave,40.659555,-73.995068,5484
36 St & Ditmars Blvd,40.774306,-73.908335,5474
Central Park S & 6 Ave,40.765909,-73.976342,5456
21 St & 4 Ave,40.662584,-73.995554,5443
Broadway & W 133 St,40.8190344,-73.956156,5438
Adam Clayton Powell Blvd & W 138 St,40.816959,-73.942295,5437
Crescent St & Broadway,40.763358,-73.928647,5434
12 St & 4 Ave,40.668603,-73.9904394,5428
Cedar St & Evergreen Ave,40.69671,-73.92807,5427
Pacific St & Nevins St,40.685376,-73.983021,5421
Throop Ave & Myrtle Ave,40.69622937,-73.94371094,5420
Lenox Ave & W 115 St,40.801193,-73.950073,5416
Rockaway Ave & Bainbridge St,40.68319988,-73.91166642,5401
Van Buren St & Broadway,40.692,-73.92617,5400
28 Ave & 35 St,40.7671,-73.9169858,5382
Central Ave & Weirfield St,40.69055,-73.91181,5376
Bayard St & Leonard St,40.719155,-73.948853,5347
Lexington Ave & E 111 St,40.795412,-73.944123,5345
S Portland Ave & Hanson Pl,40.685395,-73.974314,5337
W 165 St & Fort Washington Ave,40.84004,-73.942939,5314
Kent St & McGuinness Blvd,40.73124,-73.95161,5308
14 St & 7 Ave,40.663779,-73.983968,5304
10 St & 7 Ave,40.666207,-73.981998,5285
Adam Clayton Powell Blvd & W 151 St,40.825289,-73.936232,5284
Graham Ave & Herbert St,40.71929301,-73.94500379,5283
W 18 St & 9 Ave,40.743533,-74.003675,5277
1 Pl & Clinton St,40.6809591,-73.99905709,5273
Van Brunt St & Wolcott St,40.6773429,-74.01275056,5268
40 Ave & 9 St,40.75742,-73.945133,5265
Old Slip & South St,40.703366,-74.007867,5265
Caton Ave & Argyle Rd,40.649681,-73.967829,5263
DeKalb Ave & Franklin Ave,40.690648,-73.957461,5244
E 66 St & Madison Ave,40.768008,-73.968452,5240
Fort Washington Ave & W 183 St,40.852252,-73.937854,5233
E 58 St & 1 Ave (NE Corner),40.758923,-73.962262,5231
Degraw St & Smith St,40.682915,-73.993182,5224
5 Ave & 41 St,40.649983,-74.005144,5203
Hamilton Pl & W 140 St,40.822756,-73.951346,5190
Congress St & Hicks St,40.6893952,-73.9995126,5187
Underhill Ave & Pacific St,40.680483,-73.964679,5187
2 Ave & E 55 St,40.75792,-73.966382,5184
Morgan Ave & Maspeth Ave,40.716657,-73.93637,5183
Van Sinderen Ave & Truxton St,40.6786,-73.90369,5177
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,5176
Garfield Pl & 8 Ave,40.671197,-73.974841,5173
Windsor Pl & Howard Pl,40.65949056,-73.9801392,5162
Washington Ave & Greene Ave,40.6865,-73.965633,5160
Jackson St & Leonard St,40.71638032,-73.94821286,5157
31 St & Northern Blvd,40.75186951,-73.9334929,5149
Vernon Blvd & 31 Ave,40.7692475,-73.9354504,5147
35 Ave & 37 St,40.7557327,-73.9236611,5133
Picnic Point,40.6851256,-74.02535319,5120
Fulton St & Clermont Ave,40.684157,-73.969222,5120
Lexington Ave & E 127 St,40.805726,-73.936322,5105
7 Ave & 20 St,40.659053,-73.98854,5105
45 Rd & 11 St,40.747085,-73.949772,5100
Irving Ave & Palmetto St,40.698,-73.9127,5098
Cadman Plaza E & Tillary St,40.695976,-73.990148,5093
Halsey St & Tompkins Ave,40.682368,-73.944118,5092
48 Ave & 5 St,40.74436329,-73.95587325,5088
Harrison St & Hudson St,40.718709,-74.009,5069
Adam Clayton Powell Blvd & W 123 St,40.807831,-73.949373,5066
Fulton St & Utica Ave,40.679426,-73.929891,5063
36 St & 3 Ave,40.655716,-74.006664,5062
2 Ave & E 104 St,40.78921,-73.943707,5056
31 St & Hoyt Ave N,40.7711528,-73.9170074,5049
Nassau Ave & Newell St,40.724812,-73.947526,5049
Franklin Ave & St Marks Ave,40.675832,-73.956167,5043
Pacific St & Classon Ave,40.6791944,-73.9587903,5042
E 103 St & Lexington Ave,40.790305,-73.947557,5035
Columbia Heights & Cranberry St,40.700378,-73.99548,5017
Bushwick Ave & Stagg St,40.709897,-73.94008,5014
Concord St & Bridge St,40.697665,-73.984764,5010
Amsterdam Ave & W 136 St,40.819746,-73.951819,5001
Jefferson Ave & Evergreen Ave,40.68989,-73.91458,4997
Douglass St & 4 Ave,40.679278,-73.98154,4995
7 Ave & 41 St,40.647379,-74.000911,4981
Kingston Ave & Herkimer St,40.678906,-73.941427,4977
Albany Ave & Fulton St,40.6800105,-73.938475,4954
Carroll St & 6 Ave,40.674088,-73.978728,4952
Macon St & Nostrand Ave,40.680983,-73.950047,4946
Plaza Dr & W 170 St,40.840484,-73.917946,4943
Fort Washington Ave & W 173 St,40.84522,-73.940493,4939
Knickerbocker Ave & Hancock St,40.69385,-73.90974,4936
Clinton St & Tillary St,40.696232,-73.99142,4930
Prospect Pl & Underhill Ave,40.676969,-73.96579,4912
Grand Army Plaza & Central Park S,40.764397,-73.973715,4910
Menahan St & Central Ave,40.69543,-73.9196,4909
Stanhope St & Fairview Ave,40.70998,-73.91116,4907
Clinton St & Union St,40.683116,-73.997852,4897
E 81 St & Park Ave,40.776777,-73.959009,4886
Morningside Ave & W 123 St,40.81,-73.95515,4871
E 123 St & Lexington Ave,40.8029263,-73.9379,4848
Humboldt St & Varet St,40.7031724,-73.940636,4836
Greene Ave & Nostrand Ave,40.688333,-73.950916,4833
Irving Ave & Halsey St,40.69467,-73.90663,4833
Fulton St & Clermont Ave,40.68415748,-73.96922273,4798
Convent Ave & W 135 St,40.818215,-73.950988,4756
Park Pl & Vanderbilt Ave,40.6767,-73.969024,4750
4 Ave & 17 St,40.665507,-73.993037,4735
E 106 St & Madison Ave,40.793433,-73.94945,4724
Lenox Ave & W 130 St,40.810792,-73.943068,4719
Macombs Pl & W 152 St,40.826406,-73.937948,4706
Greene Ave & Throop Ave,40.689493,-73.942061,4703
Hamilton Pl & W 138 St,40.821728,-73.952761,4691
36 St & 4 Ave,40.654144,-74.00422,4688
Ditmars Blvd & 19 St,40.78145,-73.9183302,4687
E 68 St & Madison Ave,40.769157,-73.967034,4686
Lefferts Pl & Franklin Ave,40.680342,-73.955768,4668
Douglass St & 3 Ave,40.680213,-73.984326,4661
Kosciuszko St & Tompkins Ave,40.691282,-73.945241,4645
31 St & 21 Ave,40.77813,-73.90842,4635
W 120 St & Claremont Ave,40.810949,-73.9634,4634
Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,4633
44 Dr & 21 St,40.748,-73.946092,4628
Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456,4622
2 Ave & E 99 St,40.786258,-73.945525,4610
Madison St & Evergreen Ave,40.69122,-73.91693,4604
Graham Ave & Withers St,40.716981,-73.944859,4599
Union Ave & Jackson St,40.716075,-73.952029,4578
W 107 St & Columbus Ave,40.799756,-73.962112,4575
Marcy Ave & Lafayette Ave,40.690081,-73.947915,4566
E 118 St & 3 Ave,40.799139,-73.938915,4565
Crescent St & 35 Ave,40.7596276,-73.9321455,4556
4 Ave & 9 St,40.670513,-73.988765,4543
31 St & 23 Ave,40.774787,-73.912555,4540
W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,4540
Prospect Park W & 20 St,40.656633,-73.983864,4539
Myrtle Ave & St Edwards St,40.69327,-73.977038,4539
Grand St & Samuel Dickstein Plaza,40.715118,-73.98417,4538
Lexington Ave & Classon Ave,40.686767,-73.959281,4529
Knickerbocker Ave & Halsey St,40.693,-73.90824,4523
Harman St & Seneca Ave,40.70577,-73.91292,4498
34 Ave & 48 St,40.75388,-73.914952,4496
Lexington Ave & E 128 St,40.806414,-73.936085,4490
Willoughby Ave & Tompkins Ave,40.694254,-73.946269,4486
18 St & 27 Ave,40.77276829,-73.92743647,4468
Kane St & Clinton St,40.686175,-73.996452,4463
N 11 St & Kent Ave,40.722481,-73.959219,4445
W 168th S & Fort Washington Ave,40.84210236,-73.94223958,4433
Hancock St & Bedford Ave,40.682165,-73.95399,4424
Park Ave & St Edwards St,40.69608941,-73.97803415,4414
Henry St & Degraw St,40.684751,-73.999172,4411
Steinway St & Broadway,40.759057,-73.918975,4410
14 St & 5 Ave,40.666287,-73.98895,4409
Brook Ave & E 138 St,40.807408,-73.91924,4383
Warren St & Court St,40.686371,-73.993833,4381
Vernon Blvd & 41 Rd,40.7552433,-73.9485678,4378
Park Pl & Franklin Ave,40.67418,-73.956494,4372
24 St & 38 Ave,40.756351,-73.936515,4371
Bond St & Bergen St,40.684966,-73.986207,4353
Nassau St & Navy St,40.698398,-73.980689,4351
W 160 St & St. Nicholas Ave,40.834468,-73.939865,4348
West St & Chambers St,40.717548,-74.013221,4346
Broadway & Whipple St,40.701665,-73.94373,4326
Willoughby Ave & Walworth St,40.693317,-73.953819,4312
Broadway & W 49 St,40.760683,-73.984527,4308
Knickerbocker Ave & Cooper St,40.69081,-73.90448,4300
7 Ave & Central Park South,40.766741,-73.979069,4288
St James Pl & Pearl St,40.711174,-74.000165,4287
Putnam Ave & Throop Ave,40.685153,-73.94111,4280
36 Ave & 10 St,40.7614376,-73.9411265,4278
India St Pier,40.731734,-73.961239,4278
34 St & 35 Ave,40.7569332,-73.9262231,4263
Broadway & W 168 St,40.84089603,-73.93972099,4260
Smith St & 3 St,40.678724,-73.99599,4253
Madison St & Woodward Ave,40.70408,-73.90408,4234
53 St & 4 Ave,40.644862,-74.014531,4213
Grand Concourse & E 167 St,40.834263,-73.917641,4205
E 106 St & 1 Ave,40.789252,-73.939562,4201
3 St & Hoyt St,40.6777287,-73.99364123,4196
Water St & Gouverneur Ln,40.70469668,-74.00803417,4193
E 102 St & Park Ave,40.790482,-73.95033,4182
16th St & 4th Ave,40.666197,-73.992466,4173
Prospect Pl & 6 Ave,40.67933,-73.975195,4171
Lewis Ave & Kosciuszko St,40.69237,-73.937054,4170
Washington Ave & E 163 St,40.824,-73.91089,4161
Lenox Ave & W 146 St,40.821111,-73.935971,4150
Wilson Ave & Moffat St,40.68906,-73.90506,4132
Lewis Ave & Decatur St,40.681459,-73.934903,4122
43 St & Broadway,40.7577284,-73.9166368,4117
1 Pl & Clinton St,40.680959,-73.999057,4114
Putnam Ave & Wyckoff Ave,40.69811,-73.90904,4108
Clinton St & 4 Place,40.678356,-74.000145,4101
35 St & 34 Ave,40.7580583,-73.9242751,4098
